word,sentence,answer,user_language,definition_fr,etymology,tense
puissance,La _____ de ce moteur impressionne tous les ingénieurs.,puissance,puissance,La puissance est la capacité ou la force d'une chose à produire un effet. C'est aussi la quantité d'énergie fournie par unité de temps.,"Du latin potentia, dérivé de potens (puissant), lui-même du verbe posse (pouvoir).",présent
puissant,Les armées _____ de ce général ont conquis le territoire en quelques mois.,puissantes,puissant,"Qui a beaucoup de force, de pouvoir ou d'influence. Se dit de quelque chose ou quelqu'un capable de produire de grands effets.","Du latin « potens » (capable, puissant), dérivé de « posse » (pouvoir).",présent
période,La _____ estivale est ma favorite car je peux voyager avec mes amis.,période,période,"Un laps de temps défini ou délimité, une durée. C'est l'intervalle entre deux moments ou deux événements.","Du latin periodus, emprunté au grec periodos (περίοδος), composé de peri- (autour) et hodos (chemin, trajet).",présent
pêche,Mon grand-père _____ au bord de la rivière chaque dimanche.,pêche,pêche,"Pêche signifie attraper du poisson dans l'eau, généralement avec une canne à pêche, un filet ou d'autres outils. C'est une activité de loisir ou de profession.",Du latin piscis (poisson) par métathèse; apparenté à l'ancien français pescier.,présent
qu,Je ne sais pas _____ tu as fait hier soir.,ce que,qu,Pronom relatif ou conjonction utilisé pour introduire une proposition subordonnée. Il peut signifier « quoi » ou servir à relier deux propositions.,"Du latin « quid » (quoi) et « quod » (ce que, celui qui).",passé composé
qualité,Les produits de cette entreprise ont une excellente _____.,qualité,qualité,"La qualité est le caractère, la nature de ce qui est bon ou mauvais. C'est le degré d'excellence ou de perfection d'une chose.","Du latin ""qualitas"", dérivé de ""qualis"" (de quelle sorte).",présent
quartier,Ma grand-mère habitait dans un _____ populaire du centre-ville quand elle était jeune.,quartier,quartier,"Une partie d'une ville caractérisée par ses habitants, ses rues et ses bâtiments particuliers. C'est une division administrative ou sociale d'une agglomération urbaine.","Du latin tardif 'quartarius' (relatif à un quart), dérivé de 'quartus' (quart).",imparfait
quel,_____ couleur préfères-tu pour ta chambre ?,Quelle,quel,"Adjectif interrogatif utilisé pour demander une information sur la qualité, l'identité ou le type d'une personne ou d'une chose. Il s'accorde en genre et en nombre avec le nom qu'il modifie.","Du latin « qualis » signifiant « de quel type, de quelle sorte ».",présent
quelle,_____ couleur de robe préfères-tu pour la soirée ?,Quelle,quelle,Adjectif interrogatif ou exclamatif qui s'accorde en genre et en nombre avec le nom qu'il accompagne. Il sert à poser une question sur l'identité ou la nature d'une personne ou d'une chose.,"Du latin « qualis » (de quel genre, de quelle espèce).",présent
quelque,Je vais manger _____ fruits au marché demain.,quelques,quelque,Quelque est un adjectif indéfini qui signifie « un certain nombre de » ou « plusieurs ». Il s'accorde en nombre avec le nom qu'il modifie.,"Du latin « qualiscumque » (quel qu'il soit), formé de « qualis » (quel) et « cumque » (que ce soit).",futur proche
question,L'enseignant pose une _____ difficile aux élèves pendant l'examen.,question,question,Une interrogation qu'on adresse à quelqu'un pour obtenir une réponse ou une information. C'est aussi un sujet de discussion ou de doute.,"Du latin quaestio, dérivé de quaerere (chercher, demander).",présent
queue,Le chat agite sa _____ quand il est content.,queue,queue,"Prolongement de la colonne vertébrale chez les animaux, généralement mobile et allongé. Chez l'humain, c'est aussi une file de personnes qui attendent.",Latin cauda (tail),présent
quiconque,_____ qui arrive en retard devra attendre dehors.,Quiconque,quiconque,"Pronom indéfini qui désigne une personne quelconque, n'importe qui. Il s'utilise pour exprimer une généralité ou une condition qui s'applique à toute personne.","Du latin « quicumque » (composé de « qui » et « cumque », particule distributive).",présent
quitte,Elle _____ son appartement demain matin pour aller vivre à Lyon.,va quitter,quitte,Quitter signifie partir d'un lieu ou abandonner quelque chose. C'est l'action de s'en aller et de laisser derrière soi.,"Du latin quietus (tranquille), passé par l'ancien français quiter au sens de 'abandonner'.",futur proche
quitter,Elle _____ son emploi la semaine dernière pour travailler dans une autre ville.,a quitté,quitter,Quitter signifie partir d'un lieu ou cesser une activité. C'est abandonner quelque chose ou quelqu'un pour aller ailleurs.,"From Old French quitter, from Vulgar Latin *quietare, from Latin quietus (quiet, at rest).",passé composé
raconter,Ma grand-mère _____ des histoires fascinantes à ses petits-enfants chaque dimanche.,raconte,raconter,"Faire le récit d'une histoire, d'un événement ou d'une anecdote à quelqu'un d'autre. C'est transmettre des informations ou des faits sous forme narrative.","Du latin « recomputare » (compter à nouveau), composé de « re- » (à nouveau) et « computare » (compter, calculer).",présent
radio,"Le matin, j'écoute la _____ pour connaître la météo avant de partir au travail.",radio,radio,"Appareil de réception et de transmission de sons par ondes électromagnétiques. Moyen de communication et de divertissement permettant d'écouter de la musique, des informations ou des émissions.","Emprunté à l'anglais radio, raccourci de radiophony ou radiotelephony, dérivé de l'adjectif latin radius (rayon) et du grec phônê (son).",présent
raison,Elle a oublié la _____ de son absence à la réunion.,raison,raison,"Cause, motif ou explication d'un fait ou d'une action. C'est ce qui justifie ou explique quelque chose.","From Latin ratio (calculation, reason, account), from reor (to reckon, think).",passé composé
ramener,"Hier soir, ma mère _____ les enfants de l'école à la maison.",a ramené,ramener,"Ramener signifie reconduire quelqu'un ou quelque chose à un endroit, généralement au point de départ ou à son domicile. C'est aussi apporter avec soi en revenant d'un lieu.","Du verbe latin 'raminare' (ramener), composé de 're-' (préfixe indiquant le retour) et 'aminare' (conduire, mener), dérivé de 'amina' (âme, principe vital).",passé composé
rapide,Le train est très _____ et arrive toujours à l'heure.,rapide,rapide,Qui se déplace ou s'effectue à une grande vitesse. Qui ne prend pas beaucoup de temps.,"From Latin rapidus, from rapere 'to seize, snatch'.",présent
rapidement,Elle a couru _____ vers la gare pour attraper le train.,rapidement,rapidement,"De manière rapide, avec vitesse. Adverbe qui décrit une action effectuée en peu de temps.","Du latin tardif rapidus (rapide), dérivé de rapere (saisir, enlever).",passé composé
rappeler,Elle _____ ses amis demain pour leur annoncer la bonne nouvelle.,va rappeler,rappeler,"Contacter quelqu'un par téléphone pour lui parler. Aussi, faire revenir à la mémoire de quelqu'un.","Du latin rappellare, composé de re- (de nouveau) et appellare (appeler).",futur proche
rappelle,Ma mère me _____ toujours d'appeler mes grands-parents le dimanche.,rappelle,rappelle,Faire revenir à la mémoire de quelqu'un quelque chose qu'il avait oublié ou négliger. C'est aussi un acte de communication où on demande à quelqu'un de se souvenir de quelque chose.,"Du latin recallare, composé de re- (de nouveau) et callare (appeler).",présent
rapport,Le directeur a demandé un _____ détaillé sur les ventes du trimestre.,rapport,rapport,"Un document écrit qui présente des informations, des analyses ou des conclusions sur un sujet donné. C'est aussi la relation ou la connexion entre deux choses ou deux personnes.","Du latin reportare (rapporter, apporter), composé de re- (de nouveau) et portare (porter).",passé composé
rare,Les diamants _____ sont très précieux et difficiles à trouver.,rares,rare,"Qui n'existe qu'en petite quantité ou qui se produit peu souvent. Synonyme : peu commun, exceptionnel.","Du latin 'rarus', signifiant 'clairsemé, espacé'.",présent
rat,Mon chat a attrapé un _____ dans le jardin hier soir.,rat,rat,"Un petit rongeur gris ou brun, avec une longue queue, qui vit souvent près des habitations humaines. C'est un animal nuisible qui se nourrit de grains et d'autres aliments.","Du latin tardif 'rattus', d'origine obscure, possiblement d'une langue romane ou germanique.",passé composé
rater,Elle _____ son examen de mathématiques la semaine dernière.,a raté,rater,"Ne pas réussir quelque chose, échouer à atteindre un objectif. Manquer une opportunité ou une occasion.","Du latin *rata* (roue), passé par l'ancien français *ratel*. Le sens de « manquer » ou « échouer » s'est développé au Moyen Âge.",passé composé
ravie,Ma mère _____ d'avoir reçu ce cadeau pour son anniversaire.,est ravie,ravie,"Ravie est l'adjectif féminin singulier du mot « ravi », qui signifie extrêmement content, enchanté ou satisfait. Il exprime une grande joie ou satisfaction face à quelque chose.","Du participe passé du verbe latin « rapere » (enlever, ravir), qui a donné le français « ravir » au sens de « transporter de joie ».",passé composé
ravir,Ce cadeau va te _____!,ravir,ravir,"Ravir signifie enchanter, charmer ou remplir de joie quelqu'un. C'est aussi enlever quelque chose à quelqu'un de façon violente ou soudaine.","Du latin rapere (enlever, arracher)",futur proche
rayon,Ma mère va chercher du pain au _____ de la boulangerie.,rayon,rayon,Planche ou surface horizontale fixée à un mur ou à un meuble pour poser des objets. Partie d'un magasin où sont rangés les produits d'une même catégorie.,"Du latin radius (bâton, rayon de roue), par métaphore de la forme rayonnante.",futur proche
recevoir,"Demain, ma sœur _____ un colis de ses amis à l'étranger.",va recevoir,recevoir,Recevoir signifie obtenir quelque chose que quelqu'un d'autre vous donne ou vous envoie. C'est aussi accueillir une personne chez soi.,"Du latin recipere, composé de re- (de nouveau) et capere (prendre).",futur proche
chercher,Les scientifiques _____ une solution pour ce problème depuis plusieurs années.,cherchent,chercher,Chercher signifie essayer de trouver quelque chose ou quelqu'un. C'est l'action de faire des efforts pour découvrir ou obtenir ce qu'on désire.,"Du latin populaire *circare, dérivé de circus (cercle), avec le sens originel de « tourner autour de ».",présent
recommencer,"Après avoir échoué son examen, Marie _____ ses études avec plus de détermination.",va recommencer,recommencer,"Commencer de nouveau, débuter à nouveau une action ou une activité. C'est reprendre quelque chose qui a été interrompu ou qui s'est mal passé.","Du préfixe re- (de nouveau) et du verbe commencer (du latin cum + initiare, signifiant « commencer »).",futur proche
reconnaître,Ma mère _____ son ancien professeur au marché hier.,a reconnu,reconnaître,Identifier quelqu'un ou quelque chose qu'on a déjà vu ou connu auparavant. C'est aussi admettre ou accepter quelque chose comme vrai.,"Du latin reconoscere, composé de re- (de nouveau) et cognoscere (connaître).",passé composé
reculer,"Quand l'ennemi a attaqué, les soldats _____ de dix mètres pour se protéger.",ont reculé,reculer,"Se déplacer vers l'arrière, en arrière. Abandonner une position ou une idée sous la pression.","Du latin reculus, composé de re- (arrière) et de culus (derrière), formant le sens de « aller en arrière ».",passé composé
rédiger,Ma mère _____ une robe magnifique pour la fête de samedi.,rédige,rédiger,Rédiger signifie écrire ou composer un texte de manière organisée et réfléchie. C'est l'action de mettre par écrit ses pensées ou des informations de façon structurée.,"Du latin redigere, composé de re- (de nouveau) et agere (conduire, mener), signifiant littéralement 'ramener ensemble' ou 'mettre en ordre'.",présent
refaire,Marie _____ son devoir car elle a oublié de le terminer hier.,va refaire,refaire,Faire de nouveau quelque chose ; recommencer une action déjà effectuée.,"Préfixe re- (latin re-, signifiant « de nouveau ») + faire (latin facere)",futur proche
refuser,Elle _____ de participer au projet parce qu'elle était trop occupée.,a refusé,refuser,Ne pas accepter quelque chose qu'on nous propose ; dire non à une demande ou une offre.,"Du latin ""recusare"", composé de ""re-"" (préfixe de négation) et ""cusare"" (accuser), signifiant littéralement ""rejeter"" ou ""s'opposer à"".",passé composé
regard,Elle _____ par la fenêtre avec curiosité.,regarde,regard,L'action de diriger ses yeux vers quelque chose ou quelqu'un pour voir. C'est aussi l'expression du visage ou la manière de fixer quelqu'un.,"Du latin vulgaire *regardare, composé de re- (intensif) et du germanique *wardōn (regarder, surveiller).",présent
regarder,Ma sœur _____ la télévision tous les soirs avant de se coucher.,regarde,regarder,Fixer les yeux sur quelque chose ou quelqu'un pour le voir. Action de porter son attention visuelle sur un objet ou une personne.,"Du latin « regardare », formé de « re- » (préfixe intensif) et « guardare » (garder, surveiller), d'origine germanique.",présent
regretter,Marie _____ de ne pas avoir étudié pour l'examen.,regrette,regretter,"Éprouver du regret, de la déception ou du remords à propos de quelque chose. C'est ressentir de la tristesse ou du chagrin face à une action ou une décision passée.","Du latin regrettare, composé de re- (préfixe de répétition) et du germanique *grittan (pleurer, grincer des dents).",présent
reine,La _____ de France portait une couronne magnifique lors de la cérémonie royale.,reine,reine,Femme qui règne sur un royaume ou épouse d'un roi. Elle exerce le pouvoir souverain ou partage celui du monarque.,"Du latin regina, féminin de rex (roi).",présent
rejoindre,"Demain, je _____ mes amis au cinéma pour voir un film.",vais rejoindre,rejoindre,"Aller vers quelqu'un pour se retrouver avec lui, le rattraper ou se mettre ensemble. C'est aussi l'action de se joindre à un groupe ou une personne.","Du latin rejungere, composé de re- (de nouveau) et jungere (joindre).",futur proche
relation,Ma mère entretient une bonne _____ avec ses voisins depuis plusieurs années.,relation,relation,"Un lien ou une connexion entre deux ou plusieurs personnes, basé sur l'interaction et l'échange. C'est aussi le rapport ou la connexion entre des choses.","Du latin ""relatio"", dérivé de ""referre"" (rapporter, ramener), formé du préfixe ""re-"" et du verbe ""ferre"" (porter).",présent
remarquer,Les enfants _____ que leur professeur était absent aujourd'hui.,ont remarqué,remarquer,"Remarquer signifie observer quelque chose, s'apercevoir de son existence ou de ses caractéristiques. C'est aussi faire attention à un détail ou une particularité.","Du moyen français remarquer, composé de re- (préfixe intensif) et marquer (du latin marcare, « faire une marque »).",passé composé
remercier,Je _____ ma mère pour son aide précieuse.,vais remercier,remercier,"Exprimer de la gratitude envers quelqu'un pour un service, un cadeau ou une aide reçue. C'est témoigner sa reconnaissance.","Du latin ""remerciare"", composé de ""re-"" (à nouveau) et ""merciare"" (de ""merci""), lui-même du latin ""merces"" (rémunération, récompense).",futur proche
remettre,Elle _____ son rapport au professeur demain matin.,va remettre,remettre,"Donner quelque chose à quelqu'un, généralement après l'avoir eu en sa possession. Transmettre ou confier une chose à une personne.","Du latin remittere (renvoyer, relâcher), composé de re- (de nouveau) et mittere (envoyer).",futur proche
remonter,Les alpinistes _____ la montagne depuis deux heures ce matin.,remontaient,remonter,"Se déplacer vers le haut, gravir une pente ou une montagne. Aussi, revenir à un endroit situé plus haut.","Du latin remontare, composé de re- (de nouveau) et montare (monter).",imparfait
remplacer,Le professeur _____ un étudiant malade pour la présentation de demain.,va remplacer,remplacer,Prendre la place de quelqu'un ou de quelque chose ; substituer une personne ou une chose à une autre.,"Du latin « replaciare », composé de « re- » (de nouveau) et « placere » (plaire, être agréable).",futur proche
remplir,"Hier, j' _____ un formulaire à la mairie pour obtenir mes papiers d'identité.",ai rempli,remplir,"Remplir signifie compléter quelque chose en y mettant ce qui manque, particulièrement remplir un formulaire ou un document avec des informations. C'est aussi mettre une substance à l'intérieur d'un récipient jusqu'à ce qu'il soit plein.","Du latin 'replenire', composé de 're-' (de nouveau) et 'plenire' (remplir, de 'plenus' signifiant plein).",passé composé
rendez-vous,Elle a un _____ avec son ami demain soir au café.,rendez-vous,rendez-vous,"Un rencard est une rendez-vous, généralement entre deux personnes qui se plaisent. C'est une rencontre arrangée à l'avance.","Forme abrégée de rendez-vous, utilisée familièrement en France.",présent
rencontre,"Hier soir, je _____ une amie au cinéma et nous avons regardé un film ensemble.",ai rencontré,rencontre,"Rencontre signifie une action de se trouver face à face avec quelqu'un, généralement de manière inattendue ou planifiée. C'est aussi le moment où deux personnes se voient et interagissent.","Du verbe « rencontrer », formé du préfixe « re- » et du verbe « encontrer » (du latin « incontrāre », composé de « in- » et « contrāre »)",passé composé
rencontrer,Elle _____ son ancien ami au marché hier.,a rencontré,rencontrer,Rencontrer signifie faire la connaissance de quelqu'un ou se trouver face à face avec une personne par hasard ou intentionnellement. C'est aussi l'action de se voir ou de se croiser.,"Du latin populaire *recontare, composé de re- (de nouveau) et contare (compter, raconter), avec évolution phonétique vers encontrer puis rencontrer.",passé composé
rendre,Elle _____ visite à ses grands-parents chaque dimanche.,rend,rendre,Faire une visite à quelqu'un; aller voir quelqu'un pour passer du temps ensemble. C'est un acte de courtoisie ou d'affection.,"Du latin rendere, composé de re- (de nouveau) et dare (donner), avec le sens primitif de « donner en retour ».",présent
rentrer,Mes enfants _____ de l'école à 16h30 tous les jours.,rentrent,rentrer,Revenir à son domicile ou à un lieu de départ. Se dit aussi du fait de rentrer dans un endroit fermé ou de revenir à l'intérieur.,"Du latin populaire *reentrare, composé de re- (de nouveau) et de entrare (entrer), attesté en ancien français dès le XIIe siècle.",présent
repas,"Hier soir, nous avons pris un _____ délicieux au restaurant avec nos amis.",repas,repas,"Un repas est l'action de manger ou l'ensemble des aliments consommés à une occasion donnée, généralement à des heures régulières de la journée. C'est un moment convivial où l'on partage de la nourriture.","Du latin ""repastus"", participe passé de ""repascere"" (nourrir à nouveau, restaurer), formé de ""re-"" (de nouveau) et ""pascere"" (nourrir, paître).",passé composé
repos,"Après une longue journée de travail, Marie a besoin d'un bon _____.",repos,repos,Cessation du travail ou de l'activité pour récupérer ses forces. État de calme et de détente.,"Du latin « reposus », participe passé de « reponere » (mettre de côté, laisser de côté).",présent
repose,"Après une longue journée de travail, elle _____ sur le canapé avec un livre.",repose,repose,"Se reposer signifie cesser une activité pour récupérer ses forces physiques ou mentales. C'est prendre du repos, s'allonger ou s'asseoir confortablement.","Du latin reposare, composé de re- (préfixe intensif) et pausare (cesser, s'arrêter), lui-même dérivé de pausa.",présent
reposer,"Après le travail, elle aime _____ sur le canapé pendant une heure.",se reposer,reposer,Cesser toute activité pour récupérer ses forces physiques ou mentales. C'est prendre du repos.,"Du latin ""reposare"", composé de ""re-"" (à nouveau) et ""pausare"" (cesser, s'arrêter).",présent
reprendre,"Après la pause, les étudiants _____ leurs études avec enthousiasme.",ont repris,reprendre,Recommencer quelque chose qui avait été interrompu ou arrêté. Continuer une activité après une pause.,"Du latin praehendere (saisir), avec le préfixe re- (de nouveau).",passé composé
représenter,Les symboles _____ souvent des idées abstraites dans l'art moderne.,représentent,représenter,"Représenter signifie montrer, exprimer ou incarner quelque chose par une image, un symbole ou une action. C'est aussi agir au nom de quelqu'un d'autre ou tenir la place de quelqu'un.","Du latin repraesentare, composé de re- (de nouveau) et praesentare (présenter), signifiant littéralement « présenter de nouveau ».",présent
respect,Les enfants _____ les règles de l'école avec sérieux.,respectent,respect,"Le respect est l'attitude de considération et de déférence envers quelqu'un ou quelque chose. C'est aussi l'action de se conformer à une règle, une loi ou une personne.","Du latin respectus, participe passé de respicere (regarder en arrière, considérer), composé de re- (arrière) et specere (regarder).",présent
respecter,Les enfants doivent _____ les règles de l'école.,respecter,respecter,"Accepter quelque chose ou quelqu'un comme important et digne de considération ; suivre les règles, les lois ou les valeurs d'une personne.","Du latin respectare, de respectus (participe passé de respicere, 'regarder en arrière', 'considérer').",présent
respirer,"Après sa course, Marie _____ profondément pour se calmer.",a respiré,respirer,Inhaler et exhaler l'air par les poumons. C'est le processus vital qui permet à l'organisme d'obtenir l'oxygène nécessaire.,"Du latin respirare, composé de re- (de nouveau) et spirare (souffler, respirer).",passé composé
responsabilité,Les parents ont une grande _____ envers leurs enfants.,responsabilité,responsabilité,L'obligation ou le devoir de répondre de ses actes et de leurs conséquences. C'est la capacité à assumer les conséquences de ses actions.,"From Latin responsabilitas, derived from respondere (to answer, to respond), from re- (back) + spondere (to pledge, to promise).",présent
responsable,Le directeur est _____ de cette décision importante.,responsable,responsable,Qui a le devoir de répondre de ses actes ou de ceux d'autres personnes; qui est obligé de supporter les conséquences de quelque chose.,"From Old French responsable, from Medieval Latin responsabilis, from Latin respondere (to answer, correspond).",présent
ressembler,Ma sœur _____ beaucoup à notre mère avec ses cheveux blonds.,ressemble,ressembler,"Avoir une similitude, une ressemblance avec quelqu'un ou quelque chose. Partager des traits communs ou une apparence semblable.","Du latin ressimulare (re- + simulare), signifiant « rendre semblable ».",présent
ressentir,"Après avoir mangé ce plat délicieux, elle _____ une grande satisfaction.",a ressenti,ressentir,"Éprouver une sensation, une émotion ou une impression physique ou morale. C'est percevoir intérieurement un sentiment ou une sensation.","Du latin 'resentire', composé de 're-' (préfixe intensif) et 'sentire' (sentir).",passé composé
restaurer,Le musée _____ les tableaux anciens pour les protéger.,va restaurer,restaurer,Réparer ou remettre en bon état quelque chose qui est endommagé ou ancien. Rendre à quelque chose son état initial ou sa fonction première.,"Du latin restaurare, composé de re- (de nouveau) et de restaurare (réparer), dérivé de staurare (dresser, établir).",futur proche
rester,Mes amies _____ à la maison ce weekend.,sont restées,rester,"Demeurer dans un lieu, ne pas partir. Rester signifie aussi continuer à être dans un état ou une situation.","Du latin restare (s'arrêter, rester), composé de re- (en arrière) et stare (se tenir debout).",passé composé
retard,Elle a toujours un _____ pour arriver en retard à ses rendez-vous.,retard,retard,"Un retard est un délai, un manque de ponctualité ou une arrivée plus tard que prévu. C'est aussi une situation où quelqu'un ou quelque chose arrive après l'heure fixée.","Du latin retardare, composé de re- (en arrière) et de tardare (tarder, aller lentement), dérivé de tardus (lent).",présent
retenir,Elle _____ les détails importants de la réunion d'hier.,a retenu,retenir,"Garder en mémoire, ne pas oublier quelque chose. Conserver ou maintenir quelque chose en place.","Du latin retenere (re- + tenere, tenir), signifiant littéralement 'tenir de nouveau' ou 'tenir en arrière'.",passé composé
retirer,Elle _____ son argent de la banque demain matin.,va retirer,retirer,"Retirer signifie prendre ou enlever quelque chose d'un endroit, notamment de l'argent d'un compte bancaire. C'est aussi enlever ou ôter un objet d'une position.","Du latin retirare, formé de re- (de nouveau) et tirare (tirer).",futur proche
retour,"Après ses vacances, elle va faire son _____ à l'école demain matin.",retour,retour,Le moment où quelqu'un ou quelque chose revient à un endroit après en être parti. C'est aussi le trajet ou l'action de revenir.,"Du latin « retornare » (re- + tornare), signifiant « tourner de nouveau ».",futur proche
retourne,Marie _____ de ses vacances en Italie demain matin.,va retourner,retourne,Revenir à un endroit où l'on a déjà été. Aller de nouveau quelque part après en être parti.,"Du latin re- (de nouveau) + tornare (tourner), formé au XIIe siècle en ancien français.",futur proche
retraite,Ma grand-mère prend sa _____ à 65 ans et elle est très heureuse.,retraite,retraite,"La retraite est l'arrêt de l'activité professionnelle, généralement à un certain âge. C'est aussi la période de la vie après avoir cessé de travailler.","Du latin 'retrahere' (se retirer), formé de 're-' (de nouveau) et 'trahere' (tirer).",présent
retrouver,"Après avoir cherché partout, Marie _____ ses clés dans le tiroir de la cuisine.",a retrouvé,retrouver,Trouver de nouveau quelque chose ou quelqu'un qu'on avait perdu ou qu'on n'avait pas vu depuis longtemps. C'est aussi reconnaître ou se rencontrer avec quelqu'un.,"Du préfixe re- (de nouveau) et du verbe trouver (du latin tropare, signifiant chercher, trouver).",passé composé
revenir,"Après trois ans à l'étranger, ma sœur _____ enfin dans notre pays.",est revenue,revenir,Venir de nouveau à un endroit où l'on a déjà été ; retourner. C'est un verbe qui signifie aussi le fait de recommencer ou de se manifester à nouveau.,Du latin re- (de nouveau) + venire (venir).,passé composé
revenu,"Après avoir travaillé dur pendant dix ans, elle est enfin _____ de ses vacances bien méritées.",revenue,revenu,"Le participe passé du verbe revenir, signifiant être retourné à un lieu ou à un état antérieur. C'est l'action de revenir après une absence.","Du latin revenire, composé de re- (de nouveau) et venire (venir).",passé composé
revoir,Je dois _____ mon ami demain après l'école.,revoir,revoir,Voir quelqu'un ou quelque chose à nouveau après une séparation. Rencontrer de nouveau une personne qu'on a déjà connue.,"From Old French revoir, from re- + voir, from Latin vidēre.",futur proche
riche,Ma grand-mère était très _____ et elle aidait toujours les pauvres du village.,riche,riche,"Qui possède beaucoup d'argent, de biens ou de ressources. Une personne riche a les moyens financiers importants.","Du latin 'rex' (roi), passant par le gallo-roman 'riccu' signifiant puissant ou influent.",imparfait
ridicule,Son comportement était tellement _____ que tout le monde riait de lui.,ridicule,ridicule,"Qui mérite de faire rire, qui est absurde ou digne de moquerie. Qualité de ce qui provoque le rire par son caractère absurde ou dérisoire.","Du latin ridiculus, dérivé de ridere (rire).",imparfait
rire,Mes amies _____ beaucoup pendant la comédie hier soir.,ont ri,rire,Rire signifie exprimer de la joie ou de l'amusement par des éclats de voix caractéristiques. C'est une réaction naturelle face à quelque chose de comique ou de plaisant.,"Du latin ridēre, de même sens.",passé composé
risque,Les alpinistes _____ une avalanche en montant vers le sommet.,risquent,risque,Risquer signifie s'exposer à un danger ou à une possibilité de perte. C'est courir le danger que quelque chose de négatif se produise.,"From Old French risquer, from Italian risico, from Arabic rizq (profit, fortune), influenced by Italian risco (risk).",présent
risqué,Cette blague était trop _____ pour raconter devant les enfants.,risquée,risqué,"Qui comporte un risque, qui est audacieux ou légèrement indécent. Se dit de quelque chose qui peut offenser ou qui est un peu grivois.","Du participe passé du verbe risquer, du provençal riscar, d'origine incertaine, possiblement du latin resecare (couper).",imparfait
rivière,Les enfants jouent près de la _____ qui coule dans la forêt.,rivière,rivière,Un cours d'eau naturel qui s'écoule vers une autre rivière ou vers un fleuve. C'est un plan d'eau moins important qu'un fleuve.,"Du latin riparia, dérivé de ripa signifiant « rive » ou « berge ».",présent
robe,Ma mère a acheté une nouvelle _____ pour la fête de samedi.,robe,robe,"Vêtement féminin qui couvre le corps de l'épaule jusqu'aux genoux ou aux chevilles. C'est un élément essentiel de la garde-robe féminine, disponible en nombreux styles et tissus.","From Old French robe, from Frankish *rouba (meaning 'plunder, booty'), referring to garments taken as spoils.",passé composé
rock,Les jeunes musiciens adorent jouer du _____ dans ce petit studio.,rock,rock,"Genre musical caractérisé par des rythmes forts et des instruments électriques, originaire des années 1950. C'est une musique énergique et dynamique appréciée par de nombreux jeunes.","De l'anglais « rock », du verbe « to rock » signifiant « se balancer ». Le genre musical emprunte son nom au mouvement de danse associé.",présent
roi,Le _____ de France a signé un traité important avec l'Angleterre.,roi,roi,Souverain qui règne sur un État monarchique. Le roi exerce le pouvoir royal et porte la couronne.,"Du latin « rex, regis » (roi, chef), d'origine indo-européenne.",présent
roman,Ma sœur lit un _____ de science-fiction tous les soirs avant de dormir.,roman,roman,"Un roman est une œuvre de fiction écrite en prose, généralement longue, qui raconte une histoire avec des personnages et une intrigue. C'est un genre littéraire très populaire.","Du latin romanus, signifiant « à la manière romaine », car les premières histoires narratives longues étaient écrites en langue romane (dérivée du latin) plutôt qu'en latin classique.",présent
romantique,Elle a trouvé une petite auberge très _____ au bord de la rivière.,romantique,romantique,"Qui est caractérisé par une atmosphère poétique, sentimentale ou inspirée par l'amour et les émotions. Qui appartient au mouvement artistique et littéraire du Romantisme.","Emprunté à l'anglais « romantic » (vers 1650), lui-même dérivé de « romance » (histoire d'amour). Le mot français « romantique » est attesté dès le XVIIe siècle.",passé composé
rose,Elle a reçu une magnifique _____ rouge pour la Saint-Valentin.,rose,rose,"Fleur odorante avec des pétales colorés, souvent rouge, rose ou blanche, appartenant à la famille des Rosacées. C'est un symbole de l'amour et de la beauté.","Du latin rosa, emprunté au grec rhodon (ῥόδον).",passé composé
rouge,Le ciel était _____ après le coucher du soleil.,rouge,rouge,Adjectif de couleur qui désigne la teinte du sang ou du feu. C'est l'une des couleurs primaires du spectre visible.,"Du latin « rubeus » (rouge, rougeâtre), dérivé de « rufus » (roux).",imparfait
roule,La voiture _____ sur la route depuis une heure.,roule,roule,"Se déplacer en tournant sur des roues. Le verbe « rouler » signifie aussi avancer, progresser ou se mouvoir.","Du latin « rotula » (petite roue), diminutif de « rota » (roue).",présent
route,Nous prenons la _____ qui mène vers la montagne.,route,route,Voie de communication terrestre aménagée pour le passage des véhicules et des piétons. C'est un chemin public qui relie généralement deux endroits.,"Du latin 'rupta' (via rupta), signifiant 'chemin rompu' ou 'ouvert'.",présent
royaume,Le roi gouverne son _____ avec sagesse et justice.,royaume,royaume,Un territoire gouverné par un roi ou une reine. C'est l'ensemble des terres et des habitants sous l'autorité d'une monarchie.,"Du latin regnum, dérivé de rex (roi).",présent
rue,Ma grand-mère habite dans cette _____.,rue,rue,"Une voie de circulation dans une ville ou un village, bordée de maisons ou de bâtiments.","De l'ancien français rue, du latin ruga (ride, sillon), faisant à l'origine référence à un chemin sillonné.",présent
russe,Ma grand-mère adore la littérature _____; elle lit des romans de Tolstoï et de Dostoïevski.,russe,russe,"Qui appartient à la Russie, à son peuple ou à sa culture. Se dit de ce qui est originaire de Russie ou qui concerne cet État et ses habitants.","Du français « Russie » (nom du pays), avec le suffixe adjectival « -e »; Russie vient du latin médiéval « Russia », lui-même issu du vieux slave « Rusь ».",présent
